,DateTime,DayWeek,M001,M002,M003,M004,M005,M006,M007,M009,M010,M011,M012,M013,M014,M015,M016,M018,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,T002,P001,D001,D002,D003
0,2010-05-11,1,0.11851851851851852,0.1111111111111111,0.07291666666666667,0.06494114499732478,0.006944444444444444,0.06953583596624834,0.08333333333333333,0.10032301970707769,0.06944444444444445,0.07330246913580246,0.03471394023719605,0.010416666666666666,0.013888888888888888,0.017162099882688117,0.020833333333333332,0.0625,0.010416666666666666,0.010416666666666666,0.013888888888888888,0.006944444444444444,0.03819444444444445,0.06944444444444445,0.0378858024691358,0.05555555555555555,0.034722222222222224,0.03125,2.920138888888889,2.187013888888889,0.034722222222222224,0.006944444444444444,0.006944444444444444
1,2010-05-12,2,0.1342869655369655,0.16052322163433275,0.09713770565697544,0.034722222222222224,0.0,0.07941099685991129,0.10416666666666667,0.09648390108916424,0.11597222222222221,0.13467312008978677,0.04497803394862218,0.027777777777777776,0.006944444444444444,0.013888888888888888,0.0,0.09375,0.013888888888888888,0.010416666666666666,0.024305555555555556,0.0,0.0660579561042524,0.10069444444444445,0.08680555555555555,0.0798611111111111,0.06582125603864734,0.05555555555555555,5.890625,5.428750000000003,0.017361111111111112,0.0,0.0
2,2010-05-13,3,0.18339058231792785,0.1419753086419753,0.15246913580246912,0.05555555555555555,0.0,0.155979222214528,0.15751881560705092,0.14868234510547992,0.15933641975308643,0.18172951463181347,0.08680555555555555,0.03125,0.006944444444444444,0.006944444444444444,0.006944444444444444,0.14583333333333334,0.017361111111111112,0.026887464387464387,0.03125,0.0,0.12971515356518035,0.12708333333333333,0.13220899470899472,0.10385101010101011,0.07230297157622739,0.059027777777777776,4.65625,4.080694444444444,0.060185185185185196,0.0,0.003472222222222222
3,2010-05-14,4,0.12184182545927275,0.12476516371443908,0.15694444444444444,0.07609211775878442,0.0,0.16483956806413066,0.18055555555555555,0.1839105339105339,0.1871141975308642,0.20470225127087874,0.10761876366527529,0.034722222222222224,0.013888888888888888,0.020833333333333332,0.013888888888888888,0.13194444444444445,0.020833333333333332,0.020833333333333332,0.027777777777777776,0.0,0.08709733893557423,0.10416666666666667,0.09722222222222222,0.08333333333333333,0.0625,0.05251068376068376,4.34375,4.887777777777779,0.04861111111111111,0.0,0.003472222222222222
4,2010-05-15,5,0.11109370648844334,0.11458333333333333,0.125,0.059027777777777776,0.0,0.11084679097137042,0.1007996632996633,0.1076388888888889,0.11458333333333333,0.1389917695473251,0.035416666666666666,0.03125,0.003472222222222222,0.003472222222222222,0.003472222222222222,0.12229938271604938,0.027777777777777776,0.027777777777777776,0.03571428571428572,0.0,0.1208561439507731,0.1284722222222222,0.10807606941081517,0.09464031339031338,0.05267320892320891,0.0625,4.697916666666667,6.432708333333334,0.02546296296296296,0.0,0.0
5,2010-05-16,6,0.09016589091777061,0.06615259740259741,0.10069444444444445,0.03125,0.0,0.108225481387641,0.11105098605098605,0.107841942820013,0.11458333333333333,0.12852095516569198,0.045132289274306375,0.034722222222222224,0.017361111111111112,0.020566239316239316,0.003472222222222222,0.1111111111111111,0.017361111111111112,0.017361111111111112,0.01752899877899878,0.0,0.09090590941081139,0.11805555555555555,0.11458333333333333,0.08311806203963067,0.058022969724288186,0.052083333333333336,5.635416666666667,8.057013888888893,0.04976851851851852,0.0,0.003472222222222222
6,2010-05-17,0,0.125,0.12152777777777778,0.1076388888888889,0.027777777777777776,0.0,0.09728296680668808,0.11805555555555555,0.10185185185185186,0.11458333333333333,0.12152777777777778,0.0625,0.020833333333333332,0.0,0.0,0.0,0.10745733478576616,0.010416666666666666,0.011306980056980057,0.010844017094017095,0.0,0.08096876345207818,0.10416666666666667,0.10365497076023393,0.05555555555555555,0.05878298289012575,0.055239898989898985,3.486111111111111,7.197499999999997,0.03125,0.0,0.0
7,2010-05-18,1,0.1627127407463665,0.08333333333333333,0.1326388888888889,0.055540401285082135,0.0,0.10479806310230057,0.1052043422733078,0.10416666666666667,0.12152777777777778,0.12989672364672364,0.059027777777777776,0.03819444444444445,0.020833333333333332,0.020321637426900584,0.020833333333333332,0.11458333333333333,0.027314814814814816,0.028189121176926055,0.034722222222222224,0.0,0.07979534955882132,0.08680555555555555,0.09014367531524395,0.05555555555555555,0.04127585102876146,0.04861111111111111,3.7239583333333335,21.895902777777767,0.06296296296296296,0.0,0.003472222222222222
8,2010-05-19,2,0.14240079365079364,0.10038580246913581,0.1423611111111111,0.052083333333333336,0.0,0.1317386700001421,0.1469017094017094,0.14583333333333334,0.14583333333333334,0.14583333333333334,0.08301119914024219,0.048761423761423756,0.0,0.0,0.0,0.10841049382716049,0.010416666666666666,0.010416666666666666,0.013888888888888888,0.0,0.09050717184985807,0.09375,0.06921296296296298,0.0798611111111111,0.04505837359098229,0.0763888888888889,6.024305555555555,6.600208333333334,0.057175925925925936,0.0,0.0
9,2010-05-20,3,0.06944444444444445,0.032407407407407406,0.11443348318348318,0.0345959595959596,0.0,0.11495115995115995,0.1188614081996435,0.11266887202044623,0.1284722222222222,0.1388888888888889,0.04513888888888889,0.023842592592592596,0.003472222222222222,0.003472222222222222,0.003472222222222222,0.13541666666666666,0.041586151368760066,0.03819444444444445,0.04496082621082621,0.0,0.11101984601088544,0.11451719576719577,0.12462370005473453,0.09027777777777778,0.09328703703703704,0.05555555555555555,4.4375,5.018611111111111,0.03819444444444445,0.0,0.020833333333333332
